age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,smoke,bmi,active,label
68, Private,211287, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,21.737530649672852,1.0,1
40, Private,167919, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,25.659264821161127,0.0,0
52, Federal-gov,221532, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0.0,22.1888948375326,0.0,1
49, Private,141944, Assoc-voc,11, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,42, United-States,0.0,27.13730019709272,0.0,0
37, Private,167851, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,50, United-States,1.0,24.39174359591929,0.0,0
28, Private,33374, 11th,7, Married-spouse-absent, Other-service, Unmarried, White, Female,35, United-States,1.0,27.23669049737681,0.0,0
30, Private,427474, 9th,5, Married-civ-spouse, Other-service, Husband, White, Male,40, Mexico,0.0,26.652475351343607,1.0,0
22, Private,151105, Some-college,10, Never-married, Sales, Other-relative, White, Female,18, United-States,0.0,24.074007851368986,1.0,0
63, Private,86108, HS-grad,9, Widowed, Farming-fishing, Not-in-family, White, Male,6, United-States,0.0,22.316196653076343,1.0,0
40, Private,197344, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States,0.0,23.407788930249144,1.0,1
39, Private,209867, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,45, United-States,0.0,23.263217942707,1.0,1
40, Private,179508, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,55, United-States,0.0,26.03235445451463,0.0,0
52, Self-emp-not-inc,103794, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,35, United-States,0.0,27.018100384301327,1.0,0
24, Private,64167, Assoc-voc,11, Never-married, Tech-support, Unmarried, Black, Female,40, United-States,0.0,25.77890620325303,1.0,0
28, Private,196564, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,45, United-States,0.0,25.915604447761112,1.0,0
30, Private,293936, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,50, ?,0.0,22.568187892348128,0.0,0
66, Local-gov,140849, HS-grad,9, Widowed, Other-service, Not-in-family, White, Female,25, United-States,1.0,23.230480270510146,1.0,0
39, Private,201410, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,45, Philippines,0.0,18.725428116558824,0.0,1
36, Private,181382, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,0.0,23.217288215081073,0.0,1
40, Local-gov,99679, Prof-school,15, Never-married, Exec-managerial, Not-in-family, White, Male,60, United-States,1.0,22.002329401076835,0.0,1
59, Federal-gov,212448, HS-grad,9, Widowed, Sales, Unmarried, White, Female,40, Germany,0.0,25.55300411870872,1.0,0
32, State-gov,443546, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,45, United-States,0.0,26.64281205411753,0.0,0
26, Private,34393, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,24.56155471189762,1.0,0
33, Private,188352, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,50, United-States,0.0,26.661749955477877,1.0,0
44, State-gov,136546, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,21.24947001357329,0.0,1
24, Private,122166, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,40, Iran,1.0,25.102356069656416,1.0,0
73, ?,180603, HS-grad,9, Widowed, ?, Not-in-family, White, Female,8, United-States,0.0,24.292973617190825,0.0,0
30, Private,194141, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0.0,23.969577503409113,0.0,0
24, Private,420779, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,35, United-States,0.0,25.79522629441109,1.0,0
73, ?,177773, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,15, United-States,0.0,23.070945761071247,0.0,0
53, Private,114758, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,65, United-States,0.0,24.864907573708173,0.0,1
28, Private,205337, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, United-States,1.0,27.183679715864663,1.0,0
38, State-gov,203628, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,45, United-States,1.0,22.04579181029203,1.0,1
44, Private,109339, 11th,7, Divorced, Machine-op-inspct, Unmarried, Other, Female,46, Puerto-Rico,0.0,25.599317772891307,0.0,0
33, Self-emp-not-inc,176185, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,24.586769689741782,0.0,0
39, Private,33975, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,20.45253373593024,0.0,1
51, Local-gov,117496, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,0.0,23.86731791779036,0.0,1
35, Private,225330, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,0.0,25.91011583091792,0.0,0
45, Private,187581, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.794135939325948,1.0,1
36, Private,257691, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,20, United-States,1.0,22.47411635229206,0.0,0
28, Private,110164, Some-college,10, Divorced, Other-service, Other-relative, Black, Male,24, United-States,0.0,24.09599704052125,1.0,0
38, Self-emp-not-inc,58972, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,50, United-States,0.0,23.04586727287333,1.0,0
33, Private,121904, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,28, United-States,0.0,25.589315549623862,1.0,0
31, Private,212235, Some-college,10, Never-married, Sales, Not-in-family, White, Male,45, United-States,1.0,25.365984088688634,1.0,0
40, Private,102606, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,40, United-States,0.0,21.30439335681021,1.0,1
29, Private,35032, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,60, United-States,0.0,22.65425115815755,0.0,0
24, Private,216867, 10th,6, Never-married, Other-service, Other-relative, White, Male,30, Mexico,0.0,19.97205157395545,1.0,0
38, Self-emp-not-inc,109133, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,70, United-States,0.0,20.85735141003361,1.0,1
41, Private,291965, Some-college,10, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,40, Philippines,0.0,26.3055040141856,0.0,0
37, State-gov,34996, HS-grad,9, Separated, Other-service, Unmarried, White, Female,40, United-States,0.0,24.121164972093826,0.0,0
44, Private,467799, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,23.465530128375033,0.0,0
31, Private,83425, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,25.25666589119343,1.0,0
40, Self-emp-not-inc,29762, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,60, United-States,0.0,25.11921940970696,1.0,0
32, Private,63910, HS-grad,9, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female,40, United-States,1.0,23.798197869406096,0.0,0
17, Private,150262, 11th,7, Never-married, Sales, Own-child, White, Female,20, United-States,0.0,27.885081617268785,1.0,0
30, State-gov,193380, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,35, United-States,0.0,19.786919004678325,0.0,0
55, State-gov,296991, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,1.0,22.31262518891823,0.0,1
43, Private,183765, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,40, ?,0.0,18.191765159279424,0.0,1
30, Private,151967, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,58, United-States,0.0,22.896058866202644,0.0,0
37, Private,86551, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0.0,20.475055152405048,0.0,1
54, Private,181132, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,40, England,0.0,25.397413621010323,1.0,1
33, Self-emp-not-inc,196342, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,45, United-States,1.0,22.122281732892905,0.0,1
34, Private,180284, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,40, United-States,1.0,18.035990428333413,1.0,1
26, Private,270276, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,40, United-States,1.0,24.11497231052875,1.0,0
57, Private,262642, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,40, United-States,0.0,19.92365075395991,1.0,0
37, Private,123833, Some-college,10, Never-married, Sales, Not-in-family, White, Male,60, United-States,0.0,25.35930799386465,0.0,0
63, Private,250068, 12th,8, Married-civ-spouse, Sales, Husband, White, Male,40, United-States,0.0,21.05579042526481,1.0,1
38, Private,312271, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,50, United-States,0.0,22.38708942915253,1.0,1
38, Private,195744, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,48, United-States,0.0,25.179149588201838,0.0,0
29, Private,232666, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,22.66864582395159,0.0,0
21, Private,98678, Some-college,10, Never-married, Other-service, Own-child, White, Male,15, United-States,0.0,21.93508750929813,1.0,0
23, Private,163665, Some-college,10, Never-married, Sales, Own-child, White, Female,15, United-States,1.0,25.775229606788287,0.0,0
40, Private,118001, 10th,6, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, United-States,0.0,21.3038971218363,0.0,0
47, Private,265275, Some-college,10, Never-married, Other-service, Own-child, White, Male,40, United-States,0.0,22.112146134991022,0.0,0
38, Federal-gov,201617, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,23.50600015776089,0.0,0
59, Private,199713, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,1.0,24.303501849482576,1.0,0
45, State-gov,144351, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,40, United-States,0.0,22.355319112595854,0.0,1
51, Private,216475, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,43, United-States,1.0,23.06174181686594,1.0,1
24, Private,183751, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,65, United-States,0.0,24.64351255441376,0.0,0
52, Private,225317, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico,0.0,22.90782996153111,0.0,0
36, Private,393673, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,50, United-States,0.0,21.66377939983016,1.0,1
20, Private,117222, Some-college,10, Never-married, Tech-support, Own-child, White, Male,15, United-States,0.0,24.52181284879629,1.0,0
48, Self-emp-not-inc,328606, Prof-school,15, Divorced, Prof-specialty, Unmarried, White, Male,63, United-States,1.0,24.017128896663003,1.0,1
41, Private,155106, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,40, United-States,1.0,24.923156763433948,0.0,0
25, Private,99126, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,40, United-States,0.0,20.732752514760453,0.0,1
39, Private,232854, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,40, United-States,0.0,21.31185840926099,0.0,0
32, Private,182714, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,45, United-States,1.0,22.60864777835048,0.0,0
28, Private,119793, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,40, United-States,0.0,23.599551447978676,1.0,0
22, Private,118310, Assoc-acdm,12, Never-married, Prof-specialty, Own-child, White, Female,16, United-States,0.0,25.00601804960774,1.0,0
38, Federal-gov,161463, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,40, United-States,0.0,21.70398699425385,1.0,0
23, ?,154921, 5th-6th,3, Never-married, ?, Not-in-family, White, Male,50, United-States,0.0,25.45374062916046,0.0,0
63, Private,181929, HS-grad,9, Widowed, Exec-managerial, Unmarried, White, Male,50, United-States,0.0,22.60244475937965,0.0,1
29, Self-emp-not-inc,96718, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,37, United-States,0.0,26.440484293461452,1.0,0
22, Private,554317, 9th,5, Married-spouse-absent, Other-service, Other-relative, White, Male,35, Mexico,0.0,23.40513401327332,1.0,0
59, Local-gov,420537, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,38, United-States,0.0,22.00772911066545,0.0,1
19, Private,292590, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,25, United-States,0.0,23.412956590040398,1.0,0
17, Private,41865, 10th,6, Never-married, Other-service, Own-child, White, Female,25, United-States,0.0,23.320704747882232,0.0,0
64, Local-gov,84737, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,35, United-States,0.0,24.368131399397093,0.0,1
44, Private,223194, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,40, Haiti,0.0,25.154838656969925,0.0,0
44, Self-emp-inc,37997, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,60, United-States,0.0,21.30350428538549,1.0,0
34, Private,349169, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,40, Mexico,0.0,25.275359743354226,0.0,0
49, Self-emp-not-inc,215096, 9th,5, Divorced, Other-service, Not-in-family, White, Female,20, United-States,0.0,23.374791928362217,0.0,0
22, ?,174626, 7th-8th,4, Never-married, ?, Own-child, White, Male,40, United-States,0.0,25.33873516532316,1.0,0
28, State-gov,73211, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,20, United-States,0.0,24.858170093341304,1.0,0
59, Self-emp-not-inc,309124, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,40, United-States,0.0,22.804100094618594,0.0,1
33, Private,124052, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,26.3502281312238,0.0,0
27, Private,472070, Assoc-voc,11, Never-married, Machine-op-inspct, Not-in-family, White, Male,40, United-States,0.0,22.396294840392862,1.0,0
34, Local-gov,205704, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,35, United-States,0.0,24.007916383015452,0.0,0
34, Private,258170, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,38, United-States,1.0,22.274831394806853,0.0,0
41, Private,187802, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,40, United-States,0.0,25.93847401885348,1.0,0
49, Self-emp-inc,213140, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,0.0,22.89102563861369,1.0,1
33, Private,132601, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,45, United-States,0.0,24.557194185001393,0.0,0
43, Private,244172, HS-grad,9, Separated, Transport-moving, Unmarried, White, Male,40, Mexico,0.0,20.29872439805261,0.0,0
52, Private,113094, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,40, United-States,0.0,25.441843425306054,1.0,0
46, Private,205100, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,48, United-States,0.0,23.157645536873925,0.0,1
40, Federal-gov,118686, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,45, United-States,0.0,23.63412991142029,0.0,0
55, Self-emp-inc,67433, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,60, United-States,1.0,23.35796454124246,1.0,0
41, Private,39581, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,24, El-Salvador,0.0,27.31906410324213,1.0,0
35, Private,308945, HS-grad,9, Divorced, Tech-support, Unmarried, White, Female,75, United-States,0.0,20.51144868104731,0.0,0
44, Private,185057, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,35, United-States,0.0,25.270809679755306,1.0,0
60, Private,54800, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,40, United-States,1.0,25.837871410721817,0.0,0
42, Self-emp-not-inc,39539, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,99, United-States,0.0,23.17695293565057,0.0,1
20, Private,227554, Some-college,10, Married-spouse-absent, Sales, Own-child, Black, Female,18, United-States,0.0,24.37452953346843,0.0,0
19, Private,130431, 5th-6th,3, Never-married, Farming-fishing, Not-in-family, White, Male,36, Mexico,0.0,22.835205388266267,1.0,0
38, Private,200220, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,40, United-States,0.0,24.036718678555445,0.0,0
